simulation_id,workflow,domain,y_min,y_max,chains,draws_per_chain,posterior_draws_total,n_obs,pvs_theta,pvs_pred,pvs_joint,trace_member,pvs_theta_nominal,pvs_pred_nominal,pvs_joint_nominal,delta_pvs_theta_vs_nominal,delta_pvs_pred_vs_nominal,delta_pvs_joint_vs_nominal
105,area,narrow,0.02,0.98,4,3000,12000,288,0.837,0.8712740162037037,0.7296799768518518,trace_pvs_sdescriptor_mismatch_nominal_sim105.nc,0.93125,0.9340925925925926,0.8699056712962963,-0.09425000000000006,-0.06281857638888888,-0.14022569444444444
105,area,nominal,0.0,1.0,4,3000,12000,288,0.93125,0.9340925925925926,0.8699056712962963,trace_pvs_sdescriptor_mismatch_nominal_sim105.nc,0.93125,0.9340925925925926,0.8699056712962963,0.0,0.0,0.0
106,area,broad,-0.05,1.05,4,3000,12000,288,0.9881666666666666,0.9746750578703703,0.9631478587962963,trace_pvs_sdescriptor_mismatch_nominal_sim106.nc,0.9105833333333333,0.8799097222222222,0.8015179398148148,0.07758333333333334,0.09476533564814815,0.1616299189814815
106,area,narrow,0.02,0.98,4,3000,12000,288,0.6535,0.8077149884259259,0.5294192708333333,trace_pvs_sdescriptor_mismatch_nominal_sim106.nc,0.9105833333333333,0.8799097222222222,0.8015179398148148,-0.25708333333333333,-0.07219473379629626,-0.2720986689814815
106,area,nominal,0.0,1.0,4,3000,12000,288,0.9105833333333333,0.8799097222222222,0.8015179398148148,trace_pvs_sdescriptor_mismatch_nominal_sim106.nc,0.9105833333333333,0.8799097222222222,0.8015179398148148,0.0,0.0,0.0
107,area,broad,-0.05,1.05,4,3000,12000,288,0.9775,0.9919612268518518,0.9696519097222223,trace_pvs_sdescriptor_mismatch_nominal_sim107.nc,0.88775,0.9534265046296296,0.8465619212962963,0.08975,0.038534722222222206,0.123089988425926
107,area,narrow,0.02,0.98,4,3000,12000,288,0.77425,0.9099415509259259,0.704943287037037,trace_pvs_sdescriptor_mismatch_nominal_sim107.nc,0.88775,0.9534265046296296,0.8465619212962963,-0.11350000000000005,-0.043484953703703755,-0.14161863425925925
107,area,nominal,0.0,1.0,4,3000,12000,288,0.88775,0.9534265046296296,0.8465619212962963,trace_pvs_sdescriptor_mismatch_nominal_sim107.nc,0.88775,0.9534265046296296,0.8465619212962963,0.0,0.0,0.0
108,area,broad,-0.05,1.05,4,3000,12000,288,0.9518333333333333,0.9763570601851852,0.9293799189814815,trace_pvs_sdescriptor_mismatch_nominal_sim108.nc,0.7355,0.8807337962962963,0.6485726273148148,0.21633333333333327,0.09562326388888887,0.28080729166666674
108,area,narrow,0.02,0.98,4,3000,12000,288,0.415,0.8083197337962963,0.33685069444444443,trace_pvs_sdescriptor_mismatch_nominal_sim108.nc,0.7355,0.8807337962962963,0.6485726273148148,-0.32050000000000006,-0.07241406250000004,-0.31172193287037037
108,area,nominal,0.0,1.0,4,3000,12000,288,0.7355,0.8807337962962963,0.6485726273148148,trace_pvs_sdescriptor_mismatch_nominal_sim108.nc,0.7355,0.8807337962962963,0.6485726273148148,0.0,0.0,0.0
109,area,broad,-0.05,1.05,4,3000,12000,288,0.96025,0.9786493055555555,0.9397572337962963,trace_pvs_sdescriptor_mismatch_nominal_sim109.nc,0.7981666666666667,0.8843645833333333,0.7064670138888889,0.16208333333333336,0.09428472222222217,0.2332902199074074
109,area,narrow,0.02,0.98,4,3000,12000,288,0.5734166666666667,0.8109565972222222,0.4662540509259259,trace_pvs_sdescriptor_mismatch_nominal_sim109.nc,0.7981666666666667,0.8843645833333333,0.7064670138888889,-0.22475,-0.0734079861111111,-0.24021296296296296
109,area,nominal,0.0,1.0,4,3000,12000,288,0.7981666666666667,0.8843645833333333,0.7064670138888889,trace_pvs_sdescriptor_mismatch_nominal_sim109.nc,0.7981666666666667,0.8843645833333333,0.7064670138888889,0.0,0.0,0.0
110,area,broad,-0.05,1.05,4,3000,12000,288,0.94925,0.9815049189814815,0.9317118055555556,trace_pvs_sdescriptor_mismatch_nominal_sim110.nc,0.7609166666666667,0.9121142939814815,0.6943993055555555,0.18833333333333335,0.06939062500000004,0.23731250000000004
110,area,narrow,0.02,0.98,4,3000,12000,288,0.5400833333333334,0.8529615162037038,0.46169791666666665,trace_pvs_sdescriptor_mismatch_nominal_sim110.nc,0.7609166666666667,0.9121142939814815,0.6943993055555555,-0.22083333333333333,-0.05915277777777772,-0.23270138888888886
110,area,nominal,0.0,1.0,4,3000,12000,288,0.7609166666666667,0.9121142939814815,0.6943993055555555,trace_pvs_sdescriptor_mismatch_nominal_sim110.nc,0.7609166666666667,0.9121142939814815,0.6943993055555555,0.0,0.0,0.0
111,area,broad,-0.05,1.05,4,3000,12000,288,0.9771666666666666,0.9834855324074074,0.961017650462963,trace_pvs_sdescriptor_mismatch_nominal_sim111.nc,0.8743333333333333,0.9213272569444444,0.8057815393518518,0.10283333333333333,0.06215827546296304,0.15523611111111113
111,area,narrow,0.02,0.98,4,3000,12000,288,0.7243333333333334,0.8571125578703703,0.6214074074074074,trace_pvs_sdescriptor_mismatch_nominal_sim111.nc,0.8743333333333333,0.9213272569444444,0.8057815393518518,-0.1499999999999999,-0.06421469907407407,-0.1843741319444444
111,area,nominal,0.0,1.0,4,3000,12000,288,0.8743333333333333,0.9213272569444444,0.8057815393518518,trace_pvs_sdescriptor_mismatch_nominal_sim111.nc,0.8743333333333333,0.9213272569444444,0.8057815393518518,0.0,0.0,0.0
112,area,broad,-0.05,1.05,4,3000,12000,288,0.9955833333333334,0.9891684027777777,0.9848052662037037,trace_pvs_sdescriptor_mismatch_nominal_sim112.nc,0.9654166666666667,0.9259858217592593,0.8941307870370371,0.030166666666666675,0.06318258101851848,0.0906744791666666
112,area,narrow,0.02,0.98,4,3000,12000,288,0.881,0.8535205439814815,0.7525416666666667,trace_pvs_sdescriptor_mismatch_nominal_sim112.nc,0.9654166666666667,0.9259858217592593,0.8941307870370371,-0.0844166666666667,-0.07246527777777778,-0.1415891203703704
112,area,nominal,0.0,1.0,4,3000,12000,288,0.9654166666666667,0.9259858217592593,0.8941307870370371,trace_pvs_sdescriptor_mismatch_nominal_sim112.nc,0.9654166666666667,0.9259858217592593,0.8941307870370371,0.0,0.0,0.0
113,area,broad,-0.05,1.05,4,3000,12000,288,0.9968333333333333,0.9842063078703703,0.9810986689814815,trace_pvs_sdescriptor_mismatch_nominal_sim113.nc,0.96025,0.9147977430555555,0.8785648148148149,0.0365833333333333,0.06940856481481483,0.1025338541666666
113,area,narrow,0.02,0.98,4,3000,12000,288,0.8630833333333333,0.8451004050925925,0.7303284143518518,trace_pvs_sdescriptor_mismatch_nominal_sim113.nc,0.96025,0.9147977430555555,0.8785648148148149,-0.09716666666666673,-0.06969733796296296,-0.14823640046296305
113,area,nominal,0.0,1.0,4,3000,12000,288,0.96025,0.9147977430555555,0.8785648148148149,trace_pvs_sdescriptor_mismatch_nominal_sim113.nc,0.96025,0.9147977430555555,0.8785648148148149,0.0,0.0,0.0
114,area,broad,-0.05,1.05,4,3000,12000,288,0.9659166666666666,0.9699994212962963,0.9369473379629629,trace_pvs_sdescriptor_mismatch_nominal_sim114.nc,0.7820833333333334,0.868923900462963,0.6799079861111111,0.1838333333333333,0.10107552083333338,0.2570393518518518
114,area,narrow,0.02,0.98,4,3000,12000,288,0.5271666666666667,0.7896435185185186,0.417125,trace_pvs_sdescriptor_mismatch_nominal_sim114.nc,0.7820833333333334,0.868923900462963,0.6799079861111111,-0.2549166666666667,-0.07928038194444442,-0.2627829861111111
114,area,nominal,0.0,1.0,4,3000,12000,288,0.7820833333333334,0.868923900462963,0.6799079861111111,trace_pvs_sdescriptor_mismatch_nominal_sim114.nc,0.7820833333333334,0.868923900462963,0.6799079861111111,0.0,0.0,0.0
115,area,broad,-0.05,1.05,4,3000,12000,288,0.93975,0.9804962384259259,0.9214626736111111,trace_pvs_sdescriptor_mismatch_nominal_sim115.nc,0.7081666666666667,0.9136556712962963,0.6475674189814815,0.23158333333333325,0.0668405671296296,0.2738952546296296
115,area,narrow,0.02,0.98,4,3000,12000,288,0.4405833333333333,0.8545353009259259,0.3776278935185185,trace_pvs_sdescriptor_mismatch_nominal_sim115.nc,0.7081666666666667,0.9136556712962963,0.6475674189814815,-0.2675833333333334,-0.059120370370370434,-0.269939525462963
115,area,nominal,0.0,1.0,4,3000,12000,288,0.7081666666666667,0.9136556712962963,0.6475674189814815,trace_pvs_sdescriptor_mismatch_nominal_sim115.nc,0.7081666666666667,0.9136556712962963,0.6475674189814815,0.0,0.0,0.0
116,area,broad,-0.05,1.05,4,3000,12000,288,0.9184166666666667,0.9838168402777778,0.9036278935185185,trace_pvs_sdescriptor_mismatch_nominal_sim116.nc,0.6178333333333333,0.9330034722222222,0.5771429398148148,0.3005833333333333,0.050813368055555586,0.3264849537037037
116,area,narrow,0.02,0.98,4,3000,12000,288,0.35425,0.8859513888888889,0.3147974537037037,trace_pvs_sdescriptor_mismatch_nominal_sim116.nc,0.6178333333333333,0.9330034722222222,0.5771429398148148,-0.26358333333333334,-0.04705208333333333,-0.2623454861111111
116,area,nominal,0.0,1.0,4,3000,12000,288,0.6178333333333333,0.9330034722222222,0.5771429398148148,trace_pvs_sdescriptor_mismatch_nominal_sim116.nc,0.6178333333333333,0.9330034722222222,0.5771429398148148,0.0,0.0,0.0
117,area,broad,-0.05,1.05,4,3000,12000,288,0.9804166666666667,0.9736455439814815,0.954609375,trace_pvs_sdescriptor_mismatch_nominal_sim117.nc,0.858,0.8713046875,0.7480688657407407,0.12241666666666673,0.1023408564814815,0.20654050925925926
117,area,narrow,0.02,0.98,4,3000,12000,288,0.5893333333333334,0.7925196759259259,0.4685078125,trace_pvs_sdescriptor_mismatch_nominal_sim117.nc,0.858,0.8713046875,0.7480688657407407,-0.2686666666666666,-0.07878501157407414,-0.2795610532407407
117,area,nominal,0.0,1.0,4,3000,12000,288,0.858,0.8713046875,0.7480688657407407,trace_pvs_sdescriptor_mismatch_nominal_sim117.nc,0.858,0.8713046875,0.7480688657407407,0.0,0.0,0.0
118,area,broad,-0.05,1.05,4,3000,12000,288,0.9580833333333333,0.9787335069444445,0.9377123842592593,trace_pvs_sdescriptor_mismatch_nominal_sim118.nc,0.7941666666666667,0.9008214699074074,0.7157407407407408,0.1639166666666666,0.07791203703703709,0.2219716435185185
118,area,narrow,0.02,0.98,4,3000,12000,288,0.5703333333333334,0.8298836805555555,0.4740818865740741,trace_pvs_sdescriptor_mismatch_nominal_sim118.nc,0.7941666666666667,0.9008214699074074,0.7157407407407408,-0.22383333333333333,-0.07093778935185191,-0.24165885416666671
118,area,nominal,0.0,1.0,4,3000,12000,288,0.7941666666666667,0.9008214699074074,0.7157407407407408,trace_pvs_sdescriptor_mismatch_nominal_sim118.nc,0.7941666666666667,0.9008214699074074,0.7157407407407408,0.0,0.0,0.0
119,area,broad,-0.05,1.05,4,3000,12000,288,0.9355,0.9702294560185185,0.9077473958333333,trace_pvs_sdescriptor_mismatch_nominal_sim119.nc,0.60425,0.9159001736111111,0.554931712962963,0.33125000000000004,0.05432928240740742,0.35281568287037035
119,area,narrow,0.02,0.98,4,3000,12000,288,0.2851666666666667,0.8733822337962963,0.25050868055555553,trace_pvs_sdescriptor_mismatch_nominal_sim119.nc,0.60425,0.9159001736111111,0.554931712962963,-0.3190833333333333,-0.042517939814814776,-0.3044230324074074
119,area,nominal,0.0,1.0,4,3000,12000,288,0.60425,0.9159001736111111,0.554931712962963,trace_pvs_sdescriptor_mismatch_nominal_sim119.nc,0.60425,0.9159001736111111,0.554931712962963,0.0,0.0,0.0
120,area,broad,-0.05,1.05,4,3000,12000,288,0.9601666666666666,0.9894097222222222,0.950019386574074,trace_pvs_sdescriptor_mismatch_nominal_sim120.nc,0.7925,0.9473781828703703,0.7512149884259259,0.16766666666666663,0.04203153935185189,0.1988043981481481
120,area,narrow,0.02,0.98,4,3000,12000,288,0.5940833333333333,0.9030943287037037,0.5374403935185185,trace_pvs_sdescriptor_mismatch_nominal_sim120.nc,0.7925,0.9473781828703703,0.7512149884259259,-0.19841666666666669,-0.04428385416666669,-0.21377459490740747
120,area,nominal,0.0,1.0,4,3000,12000,288,0.7925,0.9473781828703703,0.7512149884259259,trace_pvs_sdescriptor_mismatch_nominal_sim120.nc,0.7925,0.9473781828703703,0.7512149884259259,0.0,0.0,0.0
121,area,broad,-0.05,1.05,4,3000,12000,288,0.9674166666666667,0.9889762731481482,0.9567624421296296,trace_pvs_sdescriptor_mismatch_nominal_sim121.nc,0.8550833333333333,0.942845775462963,0.8064979745370371,0.1123333333333334,0.04613049768518518,0.1502644675925925
121,area,narrow,0.02,0.98,4,3000,12000,288,0.7025833333333333,0.8962543402777777,0.6305069444444444,trace_pvs_sdescriptor_mismatch_nominal_sim121.nc,0.8550833333333333,0.942845775462963,0.8064979745370371,-0.15249999999999997,-0.04659143518518527,-0.17599103009259265
121,area,nominal,0.0,1.0,4,3000,12000,288,0.8550833333333333,0.942845775462963,0.8064979745370371,trace_pvs_sdescriptor_mismatch_nominal_sim121.nc,0.8550833333333333,0.942845775462963,0.8064979745370371,0.0,0.0,0.0
122,area,broad,-0.05,1.05,4,3000,12000,288,0.9271666666666667,0.9688009259259259,0.8982913773148148,trace_pvs_sdescriptor_mismatch_nominal_sim122.nc,0.6988333333333333,0.8705419560185185,0.6087306134259259,0.2283333333333334,0.09825896990740746,0.28956076388888885
122,area,narrow,0.02,0.98,4,3000,12000,288,0.47558333333333336,0.8034953703703703,0.38271498842592594,trace_pvs_sdescriptor_mismatch_nominal_sim122.nc,0.6988333333333333,0.8705419560185185,0.6087306134259259,-0.22324999999999995,-0.06704658564814814,-0.226015625
122,area,nominal,0.0,1.0,4,3000,12000,288,0.6988333333333333,0.8705419560185185,0.6087306134259259,trace_pvs_sdescriptor_mismatch_nominal_sim122.nc,0.6988333333333333,0.8705419560185185,0.6087306134259259,0.0,0.0,0.0
123,area,broad,-0.05,1.05,4,3000,12000,288,0.9781666666666666,0.9848955439814815,0.9633993055555555,trace_pvs_sdescriptor_mismatch_nominal_sim123.nc,0.8883333333333333,0.9230118634259259,0.8201397569444444,0.08983333333333332,0.0618836805555556,0.14325954861111112
123,area,narrow,0.02,0.98,4,3000,12000,288,0.75075,0.8628706597222222,0.64840625,trace_pvs_sdescriptor_mismatch_nominal_sim123.nc,0.8883333333333333,0.9230118634259259,0.8201397569444444,-0.13758333333333328,-0.06014120370370368,-0.17173350694444445
123,area,nominal,0.0,1.0,4,3000,12000,288,0.8883333333333333,0.9230118634259259,0.8201397569444444,trace_pvs_sdescriptor_mismatch_nominal_sim123.nc,0.8883333333333333,0.9230118634259259,0.8201397569444444,0.0,0.0,0.0
124,area,broad,-0.05,1.05,4,3000,12000,288,0.98225,0.9871090856481481,0.9695951967592593,trace_pvs_sdescriptor_mismatch_nominal_sim124.nc,0.9034166666666666,0.9229244791666666,0.8339684606481481,0.07883333333333331,0.0641846064814815,0.1356267361111112
124,area,narrow,0.02,0.98,4,3000,12000,288,0.7754166666666666,0.8592566550925926,0.6668460648148148,trace_pvs_sdescriptor_mismatch_nominal_sim124.nc,0.9034166666666666,0.9229244791666666,0.8339684606481481,-0.128,-0.06366782407407401,-0.16712239583333333
124,area,nominal,0.0,1.0,4,3000,12000,288,0.9034166666666666,0.9229244791666666,0.8339684606481481,trace_pvs_sdescriptor_mismatch_nominal_sim124.nc,0.9034166666666666,0.9229244791666666,0.8339684606481481,0.0,0.0,0.0
125,area,broad,-0.05,1.05,4,3000,12000,288,0.9703333333333334,0.9915810185185185,0.9621880787037037,trace_pvs_sdescriptor_mismatch_nominal_sim125.nc,0.8563333333333333,0.9335711805555555,0.7996478587962963,0.1140000000000001,0.058009837962962996,0.1625402199074074
125,area,narrow,0.02,0.98,4,3000,12000,288,0.69025,0.8708897569444445,0.6016770833333334,trace_pvs_sdescriptor_mismatch_nominal_sim125.nc,0.8563333333333333,0.9335711805555555,0.7996478587962963,-0.16608333333333325,-0.06268142361111106,-0.19797077546296293
125,area,nominal,0.0,1.0,4,3000,12000,288,0.8563333333333333,0.9335711805555555,0.7996478587962963,trace_pvs_sdescriptor_mismatch_nominal_sim125.nc,0.8563333333333333,0.9335711805555555,0.7996478587962963,0.0,0.0,0.0
126,area,broad,-0.05,1.05,4,3000,12000,288,0.96475,0.9745095486111112,0.9401712962962963,trace_pvs_sdescriptor_mismatch_nominal_sim126.nc,0.8088333333333333,0.8936316550925926,0.723205150462963,0.1559166666666667,0.0808778935185186,0.2169661458333333
126,area,narrow,0.02,0.98,4,3000,12000,288,0.6118333333333333,0.829146412037037,0.5079936342592593,trace_pvs_sdescriptor_mismatch_nominal_sim126.nc,0.8088333333333333,0.8936316550925926,0.723205150462963,-0.19699999999999995,-0.06448524305555559,-0.2152115162037037
126,area,nominal,0.0,1.0,4,3000,12000,288,0.8088333333333333,0.8936316550925926,0.723205150462963,trace_pvs_sdescriptor_mismatch_nominal_sim126.nc,0.8088333333333333,0.8936316550925926,0.723205150462963,0.0,0.0,0.0
127,area,broad,-0.05,1.05,4,3000,12000,288,0.9836666666666667,0.9764600694444444,0.9605104166666667,trace_pvs_sdescriptor_mismatch_nominal_sim127.nc,0.8971666666666667,0.9023723958333333,0.8097902199074074,0.08650000000000002,0.07408767361111113,0.1507201967592593
127,area,narrow,0.02,0.98,4,3000,12000,288,0.76175,0.8348932291666666,0.6366478587962963,trace_pvs_sdescriptor_mismatch_nominal_sim127.nc,0.8971666666666667,0.9023723958333333,0.8097902199074074,-0.13541666666666663,-0.06747916666666665,-0.17314236111111114
127,area,nominal,0.0,1.0,4,3000,12000,288,0.8971666666666667,0.9023723958333333,0.8097902199074074,trace_pvs_sdescriptor_mismatch_nominal_sim127.nc,0.8971666666666667,0.9023723958333333,0.8097902199074074,0.0,0.0,0.0
128,area,broad,-0.05,1.05,4,3000,12000,288,0.9543333333333334,0.9789777199074075,0.9342783564814815,trace_pvs_sdescriptor_mismatch_nominal_sim128.nc,0.8036666666666666,0.9005983796296296,0.724046875,0.15066666666666673,0.07837934027777782,0.21023148148148152
128,area,narrow,0.02,0.98,4,3000,12000,288,0.6335,0.8346782407407407,0.5295396412037037,trace_pvs_sdescriptor_mismatch_nominal_sim128.nc,0.8036666666666666,0.9005983796296296,0.724046875,-0.1701666666666667,-0.06592013888888892,-0.1945072337962963
128,area,nominal,0.0,1.0,4,3000,12000,288,0.8036666666666666,0.9005983796296296,0.724046875,trace_pvs_sdescriptor_mismatch_nominal_sim128.nc,0.8036666666666666,0.9005983796296296,0.724046875,0.0,0.0,0.0
129,area,broad,-0.05,1.05,4,3000,12000,288,0.9649166666666666,0.9862323495370371,0.9516368634259259,trace_pvs_sdescriptor_mismatch_nominal_sim129.nc,0.8334166666666667,0.9304421296296296,0.7757618634259259,0.13149999999999995,0.05579021990740751,0.175875
129,area,narrow,0.02,0.98,4,3000,12000,288,0.6553333333333333,0.8771484375,0.5758162615740741,trace_pvs_sdescriptor_mismatch_nominal_sim129.nc,0.8334166666666667,0.9304421296296296,0.7757618634259259,-0.17808333333333337,-0.05329369212962953,-0.19994560185185184
129,area,nominal,0.0,1.0,4,3000,12000,288,0.8334166666666667,0.9304421296296296,0.7757618634259259,trace_pvs_sdescriptor_mismatch_nominal_sim129.nc,0.8334166666666667,0.9304421296296296,0.7757618634259259,0.0,0.0,0.0
130,area,broad,-0.05,1.05,4,3000,12000,288,0.98175,0.9785396412037037,0.9607042824074075,trace_pvs_sdescriptor_mismatch_nominal_sim130.nc,0.8375,0.8895324074074074,0.7455347222222222,0.14425,0.08900723379629638,0.2151695601851853
130,area,narrow,0.02,0.98,4,3000,12000,288,0.48483333333333334,0.8025630787037037,0.39098495370370373,trace_pvs_sdescriptor_mismatch_nominal_sim130.nc,0.8375,0.8895324074074074,0.7455347222222222,-0.3526666666666667,-0.08696932870370366,-0.35454976851851844
130,area,nominal,0.0,1.0,4,3000,12000,288,0.8375,0.8895324074074074,0.7455347222222222,trace_pvs_sdescriptor_mismatch_nominal_sim130.nc,0.8375,0.8895324074074074,0.7455347222222222,0.0,0.0,0.0
131,area,broad,-0.05,1.05,4,3000,12000,288,0.99125,0.9867757523148148,0.9781423611111111,trace_pvs_sdescriptor_mismatch_nominal_sim131.nc,0.94975,0.9276342592592592,0.8811935763888888,0.04149999999999998,0.059141493055555605,0.09694878472222224
131,area,narrow,0.02,0.98,4,3000,12000,288,0.857,0.8594435763888889,0.7373101851851852,trace_pvs_sdescriptor_mismatch_nominal_sim131.nc,0.94975,0.9276342592592592,0.8811935763888888,-0.09275,-0.06819068287037033,-0.14388339120370364
131,area,nominal,0.0,1.0,4,3000,12000,288,0.94975,0.9276342592592592,0.8811935763888888,trace_pvs_sdescriptor_mismatch_nominal_sim131.nc,0.94975,0.9276342592592592,0.8811935763888888,0.0,0.0,0.0
132,area,broad,-0.05,1.05,4,3000,12000,288,0.9576666666666667,0.9765532407407408,0.935236400462963,trace_pvs_sdescriptor_mismatch_nominal_sim132.nc,0.7371666666666666,0.9138249421296296,0.6744458912037037,0.22050000000000003,0.06272829861111118,0.2607905092592593
132,area,narrow,0.02,0.98,4,3000,12000,288,0.436,0.856298900462963,0.37495225694444445,trace_pvs_sdescriptor_mismatch_nominal_sim132.nc,0.7371666666666666,0.9138249421296296,0.6744458912037037,-0.30116666666666664,-0.05752604166666664,-0.29949363425925923
132,area,nominal,0.0,1.0,4,3000,12000,288,0.7371666666666666,0.9138249421296296,0.6744458912037037,trace_pvs_sdescriptor_mismatch_nominal_sim132.nc,0.7371666666666666,0.9138249421296296,0.6744458912037037,0.0,0.0,0.0
133,area,broad,-0.05,1.05,4,3000,12000,288,0.98675,0.9844244791666666,0.9713813657407407,trace_pvs_sdescriptor_mismatch_nominal_sim133.nc,0.9166666666666666,0.923535011574074,0.8467447916666667,0.07008333333333339,0.06088946759259262,0.12463657407407402
133,area,narrow,0.02,0.98,4,3000,12000,288,0.78875,0.8608327546296296,0.6796232638888889,trace_pvs_sdescriptor_mismatch_nominal_sim133.nc,0.9166666666666666,0.923535011574074,0.8467447916666667,-0.12791666666666668,-0.06270225694444442,-0.16712152777777778
133,area,nominal,0.0,1.0,4,3000,12000,288,0.9166666666666666,0.923535011574074,0.8467447916666667,trace_pvs_sdescriptor_mismatch_nominal_sim133.nc,0.9166666666666666,0.923535011574074,0.8467447916666667,0.0,0.0,0.0
134,area,broad,-0.05,1.05,4,3000,12000,288,0.976,0.9788396990740741,0.9553547453703704,trace_pvs_sdescriptor_mismatch_nominal_sim134.nc,0.8349166666666666,0.8777641782407407,0.7332711226851852,0.14108333333333334,0.10107552083333338,0.2220836226851851
134,area,narrow,0.02,0.98,4,3000,12000,288,0.5616666666666666,0.7946394675925926,0.44722685185185185,trace_pvs_sdescriptor_mismatch_nominal_sim134.nc,0.8349166666666666,0.8777641782407407,0.7332711226851852,-0.27325,-0.08312471064814808,-0.2860442708333334
134,area,nominal,0.0,1.0,4,3000,12000,288,0.8349166666666666,0.8777641782407407,0.7332711226851852,trace_pvs_sdescriptor_mismatch_nominal_sim134.nc,0.8349166666666666,0.8777641782407407,0.7332711226851852,0.0,0.0,0.0
135,area,broad,-0.05,1.05,4,3000,12000,288,0.9420833333333334,0.9745700231481481,0.9181637731481481,trace_pvs_sdescriptor_mismatch_nominal_sim135.nc,0.7100833333333333,0.9157427662037037,0.650777488425926,0.2320000000000001,0.05882725694444446,0.26738628472222215
135,area,narrow,0.02,0.98,4,3000,12000,288,0.48383333333333334,0.8663833912037037,0.42007118055555553,trace_pvs_sdescriptor_mismatch_nominal_sim135.nc,0.7100833333333333,0.9157427662037037,0.650777488425926,-0.22624999999999995,-0.04935937499999998,-0.23070630787037044
135,area,nominal,0.0,1.0,4,3000,12000,288,0.7100833333333333,0.9157427662037037,0.650777488425926,trace_pvs_sdescriptor_mismatch_nominal_sim135.nc,0.7100833333333333,0.9157427662037037,0.650777488425926,0.0,0.0,0.0
136,area,broad,-0.05,1.05,4,3000,12000,288,0.96625,0.9818200231481482,0.9487178819444444,trace_pvs_sdescriptor_mismatch_nominal_sim136.nc,0.8255833333333333,0.9064343171296296,0.7487641782407407,0.14066666666666672,0.07538570601851857,0.1999537037037037
136,area,narrow,0.02,0.98,4,3000,12000,288,0.6365,0.8391938657407407,0.5351085069444445,trace_pvs_sdescriptor_mismatch_nominal_sim136.nc,0.8255833333333333,0.9064343171296296,0.7487641782407407,-0.18908333333333338,-0.0672404513888889,-0.21365567129629626
136,area,nominal,0.0,1.0,4,3000,12000,288,0.8255833333333333,0.9064343171296296,0.7487641782407407,trace_pvs_sdescriptor_mismatch_nominal_sim136.nc,0.8255833333333333,0.9064343171296296,0.7487641782407407,0.0,0.0,0.0
137,area,broad,-0.05,1.05,4,3000,12000,288,0.9866666666666667,0.9875526620370371,0.9743804976851852,trace_pvs_sdescriptor_mismatch_nominal_sim137.nc,0.9185,0.9283344907407407,0.8527815393518519,0.06816666666666671,0.05921817129629636,0.12159895833333334
137,area,narrow,0.02,0.98,4,3000,12000,288,0.8004166666666667,0.8614207175925926,0.6899441550925925,trace_pvs_sdescriptor_mismatch_nominal_sim137.nc,0.9185,0.9283344907407407,0.8527815393518519,-0.11808333333333332,-0.06691377314814806,-0.1628373842592593
137,area,nominal,0.0,1.0,4,3000,12000,288,0.9185,0.9283344907407407,0.8527815393518519,trace_pvs_sdescriptor_mismatch_nominal_sim137.nc,0.9185,0.9283344907407407,0.8527815393518519,0.0,0.0,0.0
138,area,broad,-0.05,1.05,4,3000,12000,288,0.963,0.9823009259259259,0.9459736689814815,trace_pvs_sdescriptor_mismatch_nominal_sim138.nc,0.8201666666666667,0.898517650462963,0.7371686921296297,0.14283333333333326,0.08378327546296294,0.20880497685185184
138,area,narrow,0.02,0.98,4,3000,12000,288,0.5925,0.8246255787037037,0.48939756944444446,trace_pvs_sdescriptor_mismatch_nominal_sim138.nc,0.8201666666666667,0.898517650462963,0.7371686921296297,-0.22766666666666668,-0.07389207175925927,-0.2477711226851852
138,area,nominal,0.0,1.0,4,3000,12000,288,0.8201666666666667,0.898517650462963,0.7371686921296297,trace_pvs_sdescriptor_mismatch_nominal_sim138.nc,0.8201666666666667,0.898517650462963,0.7371686921296297,0.0,0.0,0.0
139,area,broad,-0.05,1.05,4,3000,12000,288,0.9861666666666666,0.9895107060185185,0.9758446180555556,trace_pvs_sdescriptor_mismatch_nominal_sim139.nc,0.9119166666666667,0.9487366898148148,0.8654777199074074,0.07424999999999993,0.04077401620370369,0.11036689814814815
139,area,narrow,0.02,0.98,4,3000,12000,288,0.7245,0.9023900462962963,0.6550865162037037,trace_pvs_sdescriptor_mismatch_nominal_sim139.nc,0.9119166666666667,0.9487366898148148,0.8654777199074074,-0.18741666666666668,-0.04634664351851858,-0.21039120370370368
139,area,nominal,0.0,1.0,4,3000,12000,288,0.9119166666666667,0.9487366898148148,0.8654777199074074,trace_pvs_sdescriptor_mismatch_nominal_sim139.nc,0.9119166666666667,0.9487366898148148,0.8654777199074074,0.0,0.0,0.0
140,area,broad,-0.05,1.05,4,3000,12000,288,0.9490833333333333,0.9750344328703704,0.9254129050925926,trace_pvs_sdescriptor_mismatch_nominal_sim140.nc,0.7169166666666666,0.8837572337962963,0.6341238425925926,0.23216666666666663,0.09127719907407406,0.2912890625
140,area,narrow,0.02,0.98,4,3000,12000,288,0.43075,0.8137659143518519,0.3518087384259259,trace_pvs_sdescriptor_mismatch_nominal_sim140.nc,0.7169166666666666,0.8837572337962963,0.6341238425925926,-0.2861666666666666,-0.06999131944444448,-0.28231510416666666
140,area,nominal,0.0,1.0,4,3000,12000,288,0.7169166666666666,0.8837572337962963,0.6341238425925926,trace_pvs_sdescriptor_mismatch_nominal_sim140.nc,0.7169166666666666,0.8837572337962963,0.6341238425925926,0.0,0.0,0.0
